batch,timestamp,logfile,sendrate,sender,avg_delay_s,sent,received,success_ratio_percent,throughput_bytes_per_s,not_for_us,avg_hops
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,26,54.232,119,119,100.0,0.42,3940,2.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,27,132.67,119,119,100.0,0.42,2218,5.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,28,105.602,119,119,100.0,0.42,3929,4.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,3,131.445,119,119,100.0,0.37,6041,5.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,4,135.048,119,119,100.0,0.37,979,5.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,5,156.302,119,119,100.0,0.37,365,6.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,6,26.74,119,119,100.0,0.37,666,1.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,7,104.047,119,119,100.0,0.37,5342,4.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,8,130.435,119,119,100.0,0.37,2123,5.0
4,20250507175419,code/analyses/logfiles/CSMA_1_4.testlog,1,9,133.753,119,119,100.0,0.37,1527,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,10,154.135,119,119,100.0,0.37,481,6.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,11,132.995,119,119,100.0,0.37,1499,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,19,156.766,119,119,100.0,0.42,1104,6.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,2,102.413,119,119,100.0,0.37,5672,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,20,126.779,119,119,100.0,0.42,980,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,21,105.424,119,119,100.0,0.42,6423,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,22,102.343,119,119,100.0,0.42,4275,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,23,103.191,119,119,100.0,0.42,3031,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,24,106.579,119,119,100.0,0.42,2992,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,25,129.841,119,119,100.0,0.42,6673,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,26,54.868,119,119,100.0,0.42,4340,2.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,27,127.38,119,119,100.0,0.42,2462,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,28,106.075,119,119,100.0,0.42,3896,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,3,132.13,119,119,100.0,0.37,6450,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,4,128.272,119,119,100.0,0.37,1243,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,5,153.766,119,119,100.0,0.37,362,6.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,6,26.675,119,119,100.0,0.37,661,1.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,7,104.674,119,119,100.0,0.37,4986,4.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,8,125.477,119,119,100.0,0.37,2125,5.0
5,20250507175419,code/analyses/logfiles/CSMA_1_5.testlog,1,9,125.868,119,119,100.0,0.37,1244,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,10,155.959,119,119,100.0,0.37,492,6.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,11,130.99,119,119,100.0,0.37,1629,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,19,155.87,119,119,100.0,0.42,1116,6.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,2,100.684,119,119,100.0,0.37,5685,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,20,133.809,119,119,100.0,0.42,997,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,21,104.812,119,119,100.0,0.42,6451,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,22,106.951,119,119,100.0,0.42,4449,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,23,102.802,119,119,100.0,0.42,3278,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,24,111.846,119,119,100.0,0.42,3129,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,25,129.53,119,119,100.0,0.42,6689,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,26,50.789,119,119,100.0,0.42,4356,2.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,27,125.805,119,119,100.0,0.42,2228,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,28,101.514,119,119,100.0,0.42,3896,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,3,129.219,119,119,100.0,0.37,6472,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,4,133.898,119,119,100.0,0.37,1248,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,5,166.136,119,119,100.0,0.37,377,6.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,6,26.225,119,119,100.0,0.37,662,1.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,7,107.888,119,119,100.0,0.37,4905,4.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,8,133.619,119,119,100.0,0.37,2138,5.0
6,20250507175419,code/analyses/logfiles/CSMA_1_6.testlog,1,9,129.564,119,119,100.0,0.37,1531,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,10,158.615,119,119,100.0,0.37,471,6.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,11,129.843,119,119,100.0,0.37,1510,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,19,157.44,119,119,100.0,0.42,1215,6.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,2,108.059,119,119,100.0,0.37,6067,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,20,127.906,119,119,100.0,0.42,979,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,21,107.214,119,119,100.0,0.42,6357,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,22,108.023,119,119,100.0,0.42,3742,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,23,105.218,119,119,100.0,0.42,3428,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,24,100.246,119,119,100.0,0.42,3651,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,25,129.711,119,119,100.0,0.42,6221,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,26,53.624,119,119,100.0,0.42,3906,2.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,27,131.094,119,119,100.0,0.42,2691,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,28,103.577,119,119,100.0,0.42,3903,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,3,132.471,119,119,100.0,0.37,6008,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,4,128.158,119,119,100.0,0.37,1241,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,5,158.379,119,119,100.0,0.37,375,6.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,6,24.175,119,119,100.0,0.37,645,1.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,7,108.355,119,119,100.0,0.37,4903,4.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,8,129.669,119,119,100.0,0.37,2494,5.0
7,20250507175419,code/analyses/logfiles/CSMA_1_7.testlog,1,9,129.679,119,119,100.0,0.37,1412,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,10,154.992,119,119,100.0,0.37,497,6.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,11,132.767,119,119,100.0,0.37,1427,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,19,151.672,119,119,100.0,0.42,1128,6.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,2,103.265,119,119,100.0,0.37,6198,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,20,129.068,119,119,100.0,0.42,994,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,21,104.159,119,119,100.0,0.42,6152,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,22,103.594,119,119,100.0,0.42,3906,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,23,108.49,119,119,100.0,0.42,3292,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,24,108.625,119,119,100.0,0.42,3422,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,25,126.287,119,119,100.0,0.42,6388,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,26,51.579,119,119,100.0,0.42,4068,2.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,27,127.961,119,119,100.0,0.42,2502,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,28,106.256,119,119,100.0,0.42,3911,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,3,129.607,119,119,100.0,0.37,6163,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,4,125.554,119,119,100.0,0.37,1243,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,5,153.617,119,119,100.0,0.37,374,6.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,6,24.697,119,119,100.0,0.37,654,1.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,7,101.147,119,119,100.0,0.37,5103,4.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,8,129.426,119,119,100.0,0.37,2171,5.0
8,20250507175419,code/analyses/logfiles/CSMA_1_8.testlog,1,9,130.944,119,119,100.0,0.37,1408,5.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,10,153.625,119,119,100.0,0.37,482,6.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,11,126.792,119,119,100.0,0.37,1385,5.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,19,152.424,119,119,100.0,0.42,1111,6.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,2,105.29,119,119,100.0,0.37,6212,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,20,132.754,119,119,100.0,0.42,988,5.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,21,99.773,119,119,100.0,0.42,5686,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,22,104.823,119,119,100.0,0.42,3400,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,23,104.784,119,119,100.0,0.42,3049,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,24,105.701,119,119,100.0,0.42,3174,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,25,80.817,119,119,100.0,0.42,6133,3.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,26,54.643,119,119,100.0,0.42,3578,2.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,27,133.3,119,119,100.0,0.42,2446,5.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,28,102.021,119,119,100.0,0.42,3635,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,3,79.32,119,119,100.0,0.37,5916,3.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,4,132.694,119,119,100.0,0.37,968,5.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,5,159.215,119,119,100.0,0.37,368,6.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,6,25.541,119,119,100.0,0.37,692,1.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,7,108.348,119,119,100.0,0.37,4821,4.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,8,127.492,119,119,100.0,0.37,2133,5.0
9,20250507175419,code/analyses/logfiles/CSMA_1_9.testlog,1,9,128.832,119,119,100.0,0.37,1409,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,10,152.557,119,119,100.0,0.37,490,6.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,11,132.154,119,119,100.0,0.37,1624,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,19,157.534,119,119,100.0,0.42,1109,6.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,2,105.835,119,119,100.0,0.37,5683,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,20,127.96,119,119,100.0,0.42,993,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,21,103.444,119,119,100.0,0.42,6425,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,22,101.449,119,119,100.0,0.42,4437,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,23,105.649,119,119,100.0,0.42,3280,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,24,106.031,119,119,100.0,0.42,3123,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,25,127.577,119,119,100.0,0.42,6668,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,26,51.456,119,119,100.0,0.42,4332,2.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,27,140.718,119,119,100.0,0.42,2221,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,28,100.01,119,119,100.0,0.42,3886,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,3,135.557,119,119,100.0,0.37,6443,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,4,126.619,119,119,100.0,0.37,1229,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,5,156.609,119,119,100.0,0.37,368,6.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,6,25.554,119,119,100.0,0.37,666,1.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,7,101.495,119,119,100.0,0.37,4904,4.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,8,136.795,119,119,100.0,0.37,2125,5.0
10,20250507175419,code/analyses/logfiles/CSMA_1_10.testlog,1,9,133.615,119,119,100.0,0.37,1541,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,10,161.139,119,119,100.0,0.37,492,6.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,11,132.19,119,119,100.0,0.37,1240,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,19,163.323,119,119,100.0,0.42,1099,6.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,2,106.741,119,119,100.0,0.37,5933,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,20,129.168,119,119,100.0,0.42,1130,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,21,105.172,119,119,100.0,0.42,6196,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,22,103.181,119,119,100.0,0.42,4442,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,23,108.031,119,119,100.0,0.42,3539,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,24,107.667,119,119,100.0,0.42,3272,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,25,129.575,119,119,100.0,0.42,6654,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,26,50.271,119,119,100.0,0.42,4352,2.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,27,137.14,119,119,100.0,0.42,2457,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,28,107.392,119,119,100.0,0.42,4016,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,3,128.593,119,119,100.0,0.37,6446,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,4,125.437,119,119,100.0,0.37,1125,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,5,157.842,119,119,100.0,0.37,376,6.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,6,25.247,119,119,100.0,0.37,656,1.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,7,99.921,119,119,100.0,0.37,4487,4.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,8,127.726,119,119,100.0,0.37,2118,5.0
11,20250507175419,code/analyses/logfiles/CSMA_1_11.testlog,1,9,132.393,119,119,100.0,0.37,1539,5.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,10,155.261,119,119,100.0,0.37,491,6.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,11,132.243,119,119,100.0,0.37,1539,5.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,19,154.795,119,119,100.0,0.42,1119,6.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,2,102.108,119,119,100.0,0.37,5670,4.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,20,131.255,119,119,100.0,0.42,1009,5.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,21,107.057,119,119,100.0,0.42,6444,4.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,22,107.777,119,119,100.0,0.42,4308,4.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,23,105.835,119,119,100.0,0.42,3044,4.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,24,102.899,119,119,100.0,0.42,2988,4.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,25,131.356,119,119,100.0,0.42,6686,5.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,26,50.32,119,119,100.0,0.42,4365,2.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,27,130.1,119,119,100.0,0.42,2487,5.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,28,102.841,119,119,100.0,0.42,3911,4.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,3,128.218,119,119,100.0,0.37,6466,5.0
12,20250507175419,code/analyses/logfiles/CSMA_1_12.testlog,1,4,131.726,119,119,100.0,0.37,1234,5.0
