batch,timestamp,logfile,sendrate,sender,avg_delay_s,sent,received,success_ratio_percent,throughput_bytes_per_s,not_for_us,avg_hops
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,11,593.711,100,7,7.0,0.39,0,5.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,19,756.667,100,7,7.0,0.5,0,6.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,2,321.14,100,7,7.0,0.41,0,3.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,20,480.236,100,7,7.0,0.51,0,5.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,21,617.239,100,7,7.0,0.44,0,5.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,22,432.239,100,7,7.0,0.46,0,4.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,23,428.096,100,8,8.0,0.49,0,4.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,25,568.379,100,7,7.0,0.43,0,3.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,26,166.096,100,8,8.0,0.45,0,2.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,27,547.096,100,8,8.0,0.48,0,5.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,28,422.096,100,7,7.0,0.54,0,4.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,3,159.854,100,7,7.0,0.41,0,2.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,4,531.25,100,8,8.0,0.4,0,5.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,5,562.143,100,7,7.0,0.42,0,6.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,6,120.855,100,7,7.0,0.36,0,1.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,7,538.569,100,7,7.0,0.4,0,4.0
1,20250509135715,code/analyses/logfiles/TSCH_1_1.testlog,1,8,547.25,100,8,8.0,0.44,0,5.0
