batch,timestamp,logfile,sendrate,sender,avg_delay_s,sent,received,success_ratio_percent,throughput_bytes_per_s,not_for_us,avg_hops
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,10,667.302,69,69,100.0,0.37,0,6.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,11,542.416,69,18,26.09,0.26,0,5.06
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,19,707.874,69,17,24.64,0.27,0,6.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,2,418.143,69,33,47.83,0.38,0,4.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,20,558.417,69,30,43.48,0.43,0,5.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,21,479.094,69,39,56.52,0.42,0,4.69
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,22,432.601,69,12,17.39,0.43,0,4.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,23,430.079,69,27,39.13,0.43,0,4.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,24,479.094,69,69,100.0,0.42,0,4.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,25,605.962,69,14,20.29,0.43,0,3.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,26,194.369,69,69,100.0,0.42,0,2.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,27,567.233,69,16,23.19,0.43,0,5.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,28,434.49,68,68,100.0,0.42,0,4.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,3,403.887,69,23,33.33,0.39,0,3.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,4,642.821,69,11,15.94,0.41,0,5.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,5,673.672,69,12,17.39,0.38,0,6.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,6,90.449,69,69,100.0,0.37,0,1.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,7,454.19,69,17,24.64,0.39,0,4.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,8,610.013,69,17,24.64,0.4,0,5.0
1,20250509125852,code/analyses/logfiles/TSCH_1_1.testlog,1,9,560.708,69,69,100.0,0.37,0,5.0
