batch,timestamp,logfile,sendrate,sender,avg_delay_s,sent,received,success_ratio_percent,throughput_bytes_per_s,not_for_us,avg_hops
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,10,1030.167,100,6,6.0,0.94,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,11,802.0,100,5,5.0,0.87,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,19,795.496,100,5,5.0,0.97,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,2,423.596,100,5,5.0,0.83,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,20,690.696,100,5,5.0,0.88,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,21,456.496,100,5,5.0,1.05,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,22,571.896,100,5,5.0,1.22,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,23,840.492,100,5,5.0,0.9,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,24,422.092,100,5,5.0,0.92,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,25,765.896,100,5,5.0,0.95,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,26,179.896,100,5,5.0,0.97,0,2.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,27,841.696,100,5,5.0,1.14,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,28,577.292,100,5,5.0,0.96,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,3,788.8,100,5,5.0,0.93,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,4,568.8,100,5,5.0,0.87,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,5,799.5,100,6,6.0,0.96,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,6,7432.293,100,7,7.0,0.05,0,1.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,7,709.0,100,5,5.0,0.8,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,8,722.4,100,5,5.0,0.99,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_2_1.testlog,2,9,577.167,100,6,6.0,0.83,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,10,809.828,100,100,100.0,1.1,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,11,748.111,100,71,71.0,0.78,0,5.51
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,19,884.975,100,100,100.0,1.25,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,2,549.188,100,100,100.0,1.11,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,20,723.994,100,100,100.0,1.26,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,21,557.915,100,100,100.0,1.26,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,22,681.774,100,100,100.0,1.26,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,23,586.225,100,100,100.0,1.26,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,24,522.274,100,100,100.0,1.25,0,4.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,25,729.374,100,100,100.0,1.25,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,26,214.674,100,100,100.0,1.25,0,2.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,27,789.534,100,100,100.0,1.25,0,5.2
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,28,710.983,100,99,99.0,1.25,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,3,554.059,100,100,100.0,1.11,0,3.3
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,4,722.708,100,100,100.0,1.1,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,5,716.858,100,100,100.0,1.1,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,6,108.727,100,100,100.0,1.11,0,1.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,7,670.888,100,100,100.0,1.11,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,8,769.528,100,100,100.0,1.1,0,5.28
1,20250509115217,code/analyses/logfiles/TSCH_3_1.testlog,3,9,731.046,100,100,100.0,1.1,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,10,935.125,100,8,8.0,1.49,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,11,1043.872,100,8,8.0,1.62,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,19,1025.471,100,8,8.0,1.67,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,2,824.75,100,8,8.0,1.59,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,20,757.971,100,8,8.0,1.7,0,3.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,21,872.721,100,8,8.0,1.96,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,22,684.468,100,8,8.0,1.96,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,23,901.221,100,8,8.0,1.69,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,24,914.093,100,8,8.0,1.64,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,25,254.971,100,8,8.0,2.09,0,2.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,26,388.846,100,8,8.0,1.8,0,3.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,27,777.429,100,9,9.0,1.78,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,28,917.525,100,7,7.0,1.72,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,3,999.622,100,8,8.0,1.74,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,4,1082.711,100,7,7.0,1.54,0,7.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,5,1086.875,100,8,8.0,1.6,0,8.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,6,112.335,100,8,8.0,1.65,0,1.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,7,653.298,100,8,8.0,1.5,0,5.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,8,791.372,100,8,8.0,1.53,0,6.0
1,20250509115217,code/analyses/logfiles/TSCH_4_1.testlog,4,9,776.0,100,8,8.0,1.58,0,6.0
